participantid,condition,session,conversation,onset,duration,production,comprehension,n_token,utterance,tdl 
subj-17,human,3,5,49.132,0.4860000000000042,0,1,2,mh mh,1
subj-17,human,3,5,52.036,0.6859999999999999,0,1,1,euh,0
subj-17,human,3,5,53.662,0.838000000000001,0,1,4,du coup ce serait,4
subj-17,human,3,5,55.816,4.135599999999997,0,1,13,dans quel euh si on a l'objectif à ton avis ça vient,26
subj-17,human,3,5,11.848,0.3509999999999991,1,0,1,oui,0
subj-17,human,3,5,12.676,0.238999999999999,1,0,1,oui,0
subj-17,human,3,5,15.313,2.7279999999999998,1,0,12,c'est vrai parce que les super héros c'est tous des,29
subj-17,human,3,5,18.788,1.4839999999999982,1,0,4,plus destinés aux enfants,4
subj-17,human,3,5,33.476,0.33100000000000307,1,0,1,oui,0
subj-17,human,3,5,35.143,3.200000000000003,1,0,8,les familiariser avec des fruits des légumes pour,16
subj-17,human,3,5,39.136,1.3179999999999978,1,0,6,pour qu'ils en mangent plus,11
subj-17,human,3,5,41.729,1.6700000000000017,1,0,8,faut voir ça comme quelque chose de bien,12
subj-17,human,3,5,48.093,1.0159999999999982,1,0,5,oui voilà c'est ça,3
subj-17,robot,3,2,12.961,0.4009999999999998,0,1,1,oui,0
subj-17,robot,3,2,14.465,1.290000000000001,0,1,6,cette pomme est à l'envers,11
subj-17,robot,3,2,20.754,0.41199999999999903,0,1,2,ah oui,0
subj-17,robot,3,2,23.518,0.37099999999999866,0,1,1,ouais,0
subj-17,robot,3,2,25.281,1.6970000000000027,0,1,6,elle ressemble à un super héros,11
subj-17,robot,3,2,29.341,1.193999999999999,0,1,3,elle est appêtissante,3
subj-17,robot,3,2,30.723,0.7460000000000022,0,1,2,cette pomme,1
subj-17,robot,3,2,36.83,0.6140000000000043,0,1,1,peut-être,0
subj-17,robot,3,2,44.278,3.1750000000000043,0,1,12,quelqu'un a découpé un visage qui ressemble à un super héros,21
subj-17,robot,3,2,59.174,0.7775999999999996,0,1,4,oui c'est possible,3
subj-17,robot,3,2,2.622,1.4370000000000003,1,0,8,là on a une pomme à l'envers,12
subj-17,robot,3,2,7.042,2.2859999999999996,1,0,4,euh une pomme brillante,2
subj-17,robot,3,2,17.198,0.41100000000000136,1,0,1,euh,0
subj-17,robot,3,2,18.712,1.2139999999999986,1,0,3,elle est rouge,3
subj-17,robot,3,2,21.359,1.0259999999999998,1,0,3,avec des yeux,3
subj-17,robot,3,2,27.364,0.37099999999999866,1,0,1,oui,0
subj-17,robot,3,2,32.074,1.4070000000000036,1,0,6,elle donne envie d'être mangée,9
subj-17,robot,3,2,49.064,0.3500000000000014,1,0,1,oui,0
subj-17,robot,3,2,50.141,2.8700000000000045,1,0,8,elle a découpé un visage et puis euh,11
subj-17,robot,3,2,55.089,1.6409999999999982,1,0,5,c'est pour nous familiariser,10
subj-17,robot,3,2,57.488,0.767000000000003,1,0,3,à des fruits,3
subj-17,robot,3,4,12.635,0.3819999999999997,0,1,1,ouais,0
subj-17,robot,3,4,20.993,2.266000000000002,0,1,10,elle a le même visage qu'une citrouille d'$Halloween$,14
subj-17,robot,3,4,35.509,2.7479999999999976,0,1,9,elle combat peut-être la mauvaise nourriture avec la pomme,19
subj-18,human,1,1,3.694,1.5899999999999999,0,1,5,euh on dirait une aubergine,4
subj-18,human,1,1,12.066,2.0889999999999986,0,1,12,attends est-ce que tu peux parler plus fort je t'entends mal,34
subj-18,human,1,1,17.117,0.6579999999999977,0,1,2,ouais ok,0
subj-18,human,1,1,18.143,0.5839999999999996,0,1,2,ok ok,0
subj-18,human,1,1,19.433,1.4059999999999988,0,1,1,euh,0
subj-18,human,1,1,21.618,2.3930000000000007,0,1,7,une aubergine avec un visage dessus masquée,13
subj-18,human,1,1,24.23,0.43599999999999994,0,1,1,peut-être,0
subj-18,human,1,1,26.607,0.23400000000000176,0,1,1,ouais,0
subj-18,human,1,1,27.303,0.48799999999999955,0,1,2,ouais ouais,0
subj-18,human,1,1,29.966,0.6400000000000006,0,1,3,un peu quoi,3
subj-18,human,1,1,32.862,2.158999999999999,0,1,7,euh ouais ouais ouais c'est possible,10
subj-18,human,1,1,36.555,3.0230000000000032,0,1,10,euh tu penses à quelque chose en particulier ou euh,16
subj-18,human,1,1,45.533,1.868000000000002,0,1,2,ok euh,0
subj-18,human,1,1,50.583,3.0500000000000043,0,1,12,ok parce que moi ça me dit quelque chose mais euh je,20
subj-18,human,1,1,54.861,1.341000000000001,0,1,11,j'ai un peu de mal à voir pour l'instant,22
subj-18,human,1,1,5.832,0.9660000000000002,1,0,2,euh oui,0
subj-18,human,1,1,7.946,1.0470000000000006,1,0,3,l'aubergine euh,1
subj-18,human,1,1,10.708,0.9489999999999998,1,0,3,un peu déguisée,3
subj-18,human,1,1,14.673,1.9760000000000009,1,0,10,euh oui je trouve aussi qu'on dirait une aubergine,12
subj-18,human,1,1,24.341,2.006999999999998,1,0,5,ouais un peu déguisée ouais,4
subj-18,human,1,1,27.959,1.8030000000000008,1,0,7,un peu les méchants dans les films,11
subj-18,human,1,1,30.687,1.3719999999999963,1,0,6,comme les méchants dans les films,6
subj-18,human,1,1,40.081,2.1899999999999977,1,0,9,pas trop des films de super héros un peu,15
subj-18,human,1,1,58.483,0.6660000000000039,1,0,1,ben,0
subj-18,human,1,3,2.977,1.4019999999999997,0,1,7,ok donc là on a un citron,9
subj-18,human,1,3,8.505,0.8329999999999984,0,1,3,ouais ouais ouais,1
subj-18,human,1,3,9.541,3.068999999999999,0,1,13,euh mais pas pareil le masque là cette fois ci on dirait le,32
subj-18,human,1,3,13.22,1.2599999999999998,0,1,6,tu vois le masque de $Zorro$,10
subj-18,human,1,3,16.329,0.2029999999999994,0,1,1,ouais,0
subj-18,human,1,3,18.478,2.9319999999999986,0,1,14,ouais c'est vrai il est plus gentil aussi moins en fente en fait,30
subj-18,human,1,3,24.519,0.20300000000000296,0,1,1,ouais,0
subj-18,human,1,3,25.103,0.16799999999999926,0,1,1,ouais,0
subj-18,human,1,3,27.263,0.3039999999999985,0,1,2,mh mh,1
subj-18,human,1,3,30.24,0.3760000000000012,0,1,2,les quoi,1
subj-18,human,1,3,34.355,1.0820000000000007,0,1,5,ah oui c'est possible,3
subj-18,human,1,3,35.905,0.5439999999999969,0,1,3,c'est possible,3
subj-18,human,1,3,37.307,2.0479999999999947,0,1,11,euh on peut peut-être essayer de les retrouver à la rigueur,16
subj-18,human,1,3,41.245,4.105000000000004,0,1,18,de les retrouver s'ils veulent dire quelque chose ou si des personnages inédits qui existent pas encore,34
subj-18,human,1,3,53.667,4.75,0,1,20,si c'est une campagne de pub c'est peut-être c'est peut-être des nouveaux personnages qui existent pas encore,56
subj-18,human,1,3,4.72,0.45199999999999996,1,0,1,ouais,0
subj-18,human,1,3,5.634,1.3819999999999997,1,0,3,euh pareil euh,1
subj-18,human,1,3,7.372,0.9100000000000001,1,0,4,une sorte de masque,4
subj-18,human,1,3,11.182,0.3309999999999995,1,0,1,non,0
subj-18,human,1,3,14.998,1.1690000000000023,1,0,6,ouais elle est petit peu euh,6
subj-18,human,1,3,16.619,1.559000000000001,1,0,5,des yeux plus gentils euh,4
subj-18,human,1,3,22.019,0.3660000000000032,1,0,1,ouais,0
subj-18,human,1,3,22.589,1.625,1,0,6,c'est en A qui etcetera,9
subj-18,human,1,3,26.369,0.3039999999999985,1,0,1,ouais,0
subj-18,human,1,3,27.568,2.5090000000000003,1,0,7,un peu découpé des super héros @,9
subj-18,human,1,3,30.789,3.0989999999999966,1,0,9,les fruits super héros ou personnages de quelque chose,13
subj-18,human,1,3,40.289,0.7419999999999973,1,0,3,essayer de les,3
subj-18,human,1,3,45.751,1.0820000000000007,1,0,7,ouais c'est vrai je sais pas,7
subj-18,human,1,3,47.057,1.3009999999999948,1,0,7,je sais pas trop si c'est,12
subj-18,human,1,3,48.81,1.4579999999999984,1,0,7,genre un peu comme des vrais personnages,18
subj-18,human,1,3,50.639,0.44200000000000017,1,0,2,et euh,0
subj-18,human,1,3,51.945,1.0559999999999974,1,0,3,juste l'idée,3
subj-18,human,1,3,58.631,0.7409999999999997,1,0,4,ouais c'est possible,3
subj-18,human,1,5,1.925,0.849,0,1,5,elle est jolie celle là,5
subj-18,human,1,5,5.828,1.1929999999999996,0,1,7,ah oui oui oui t'as raison,6
subj-18,human,1,5,10.72,0.5640000000000001,0,1,2,mh mh,1
subj-18,human,1,5,12.361,0.8279999999999994,0,1,2,euh mh,0
subj-18,human,1,5,13.377,2.321999999999999,0,1,10,elle elle me fait penser à à des super héros,25
subj-18,human,1,5,16.436,4.120000000000001,0,1,12,euh alors pour le coup j'hé- j'hésite entre deux trucs,20
subj-18,human,1,5,21.44,1.046999999999997,0,1,4,euh y a $Deadpool$,4
subj-18,human,1,5,22.731,0.9299999999999997,0,1,8,je sais pas si t'as vu $Deadpool$,16
subj-18,human,1,5,24.702,0.26399999999999935,0,1,1,ah,0
subj-18,human,1,5,25.231,0.3039999999999985,0,1,1,ok,0
subj-18,human,1,5,25.947,2.1900000000000013,0,1,6,bah c'était $Deadpool$ ou $Spiderman$,14
subj-18,human,1,5,30.174,0.36599999999999966,0,1,2,mais euh,0
subj-18,human,1,5,39.99,1.208999999999996,0,1,7,en tout cas il est super $Deadpool$,9
subj-18,human,1,5,41.555,1.2539999999999978,0,1,5,euh mais oui oui oui,2
subj-18,human,1,5,43.775,3.5459999999999994,0,1,14,@ oui elle a l'air un peu sévère peut-être mais pas forcément méchante,24
subj-18,human,1,5,47.646,0.44700000000000273,0,1,3,je sais pas,2
subj-18,human,1,5,51.828,4.881999999999998,0,1,26,ouais en même temps c'est un peu un truc des super héros que de d'être un peu sévère quand ils sont sous le masque,72
subj-18,human,1,5,56.924,0.47700000000000387,0,1,2,d'apparence,1
subj-18,human,1,5,3.353,0.36099999999999977,1,0,1,ouais,0
subj-18,human,1,5,4.024,1.2699999999999996,1,0,4,elle est affreuse @,3
subj-18,human,1,5,7.616,1.4990000000000006,1,0,7,euh elle elle a que des yeux,9
subj-18,human,1,5,9.577,0.8480000000000008,1,0,4,comparé à l'aubergine,6
subj-18,human,1,5,16.08,0.45200000000000173,1,0,1,ouais,0
subj-18,human,1,5,23.376,0.8989999999999974,1,0,7,non mais j'ai pas mes lunettes,8
subj-18,human,1,5,29.112,0.44700000000000273,1,0,1,ouais,0
subj-18,human,1,5,30.113,0.6189999999999998,1,0,4,ouais c'est vrai,3
subj-18,human,1,5,31.769,0.757000000000005,1,0,1,euh,0
subj-18,human,1,5,33.476,2.5050000000000026,1,0,16,ouais c'est vrai en fait j'arrive pas trop à savoir si elle est euh,25
subj-18,human,1,5,36.515,2.7779999999999987,1,0,12,plutôt gentille ou plutôt méchante elle a juste des grands yeux alors,23
subj-18,human,1,5,42.124,0.5859999999999985,1,0,1,@,0
subj-18,human,1,5,46.468,0.3549999999999969,1,0,1,ouais,0
subj-18,human,1,5,47.458,0.6859999999999999,1,0,3,non non non,1
subj-18,human,1,5,49.033,2.2310000000000016,1,0,9,c'est juste l'a- l'allure des yeux,14
subj-18,human,1,5,54.825,0.46299999999999386,1,0,3,ouais plutôt que,1
subj-18,human,1,5,57.025,0.2569999999999979,1,0,1,ouais,0
subj-18,human,1,5,57.96,0.7620000000000005,1,0,2,ouais complètement,0
subj-18,human,1,5,59.388,0.5164000000000044,1,0,4,d'avoir l'air,4
subj-18,robot,1,2,0.0,0.295,0,1,1,*,0
subj-18,robot,1,2,2.586,0.5330000000000004,0,1,1,salut,0
subj-18,robot,1,2,11.792,0.4120000000000008,0,1,1,oui,0
subj-18,robot,1,2,13.083,0.847999999999999,0,1,4,c'est une pomme,6
subj-18,robot,1,2,16.852,1.2860000000000014,0,1,6,cette pomme a des grands yeux,8
subj-18,robot,1,2,28.889,0.929000000000002,0,1,3,oui bien sûr,1
subj-18,robot,1,2,34.02,1.311,0,1,6,la pomme a l'air méchante,5
subj-18,robot,1,2,40.64,0.3810000000000002,0,1,1,ouais,0
subj-18,robot,1,2,44.989,2.129000000000005,0,1,9,quelqu'un a découpé un visage dans la pomme,17
subj-18,robot,1,2,51.955,1.402000000000001,0,1,6,tu as une idée du message,7
subj-18,robot,1,2,4.319,0.5579999999999998,1,0,1,salut,0
subj-18,robot,1,2,8.139,1.1690000000000005,1,0,5,j'ai vu une pomme,6
subj-18,robot,1,2,10.182,0.8629999999999995,1,0,3,avec des yeux,3
subj-18,robot,1,2,15.313,0.37899999999999956,1,0,1,euh,0
subj-18,robot,1,2,18.412,0.38599999999999923,1,0,1,oui,0
subj-18,robot,1,2,19.977,0.3150000000000013,1,0,1,euh,0
subj-18,robot,1,2,22.76,1.9009999999999998,1,0,5,elle avait plutôt l'air,7
subj-18,robot,1,2,25.073,2.2300000000000004,1,0,9,elle me fait un peu peur comme d'habitude,15
subj-18,robot,1,2,32.902,5.4339999999999975,1,0,18,avec c'est vrai qu'elle était ouais c'était elle était masquée un petit peu on dirait,37
subj-18,robot,1,2,47.489,0.7250000000000014,1,0,1,ouais,0
subj-18,robot,1,2,49.629,1.0160000000000053,1,0,4,c'était des trucs,6
subj-18,robot,1,2,54.571,1.929000000000002,1,0,6,euh pas trop pour l'instant,7
subj-18,robot,1,4,5.523,1.112,0,1,4,c'est une aubergine,6
subj-18,robot,1,4,12.361,0.41199999999999903,0,1,1,ouais,0
subj-18,robot,1,4,25.556,0.7309999999999981,0,1,4,quelqu'un a découpé,6
subj-18,robot,1,4,26.562,3.16,0,1,12,quelqu'un a découpé un visage qui ressemble à un super héros,21
subj-18,robot,1,4,38.521,1.381999999999998,0,1,4,elle ressemble à $Batman$,5
subj-18,robot,1,4,45.106,0.8530000000000015,0,1,7,qu'est ce que tu en dis,13
subj-18,robot,1,4,54.642,1.823999999999998,0,1,9,elle a l'air plus méchante que la pomme,13
subj-18,robot,1,4,4.693,1.4490000000000007,1,0,3,euh c'était,1
subj-18,robot,1,4,7.042,1.9299999999999997,1,0,9,ouais c'est l'aubergine que que j'aime,13
subj-18,robot,1,4,9.567,1.5190000000000001,1,0,6,elle porte un masque on dirait,9
subj-18,robot,1,4,15.12,0.4170000000000016,1,0,1,euh,0
subj-18,robot,1,4,17.012,3.0569999999999986,1,0,10,ça me dirait quelque chose euh en tant que personnage,18
subj-18,robot,1,4,21.288,0.5279999999999987,1,0,3,je sais pas,2
subj-18,robot,1,4,23.976,0.33999999999999986,1,0,1,euh,0
subj-18,robot,1,4,30.123,1.381999999999998,1,0,4,oui c'est possible,3
subj-18,robot,1,4,34.259,1.732999999999997,1,0,7,j'arrive pas trop à savoir mieux,10
subj-18,robot,1,4,40.32,0.7469999999999999,1,0,5,ah ouais c'est ça,3
subj-18,robot,1,4,46.564,0.8639999999999972,1,0,4,ouais je trouve aussi,2
subj-18,robot,1,4,49.282,0.6610000000000014,1,0,2,mais euh,0
subj-18,robot,1,4,50.222,3.1199999999999974,1,0,12,je sais pas y a un truc qui change quand même euh,14
subj-18,robot,1,4,57.482,0.9149999999999991,1,0,4,ouais un petit peu,3
subj-18,robot,1,6,3.942,0.3769999999999998,0,1,1,ouais,0
subj-18,robot,1,6,17.747,1.468,0,1,6,il a un visage le citron,9
subj-18,robot,1,6,25.551,0.3910000000000018,0,1,1,oui,0
subj-18,robot,1,6,26.597,2.1899999999999977,0,1,9,il ressemble à un super héros comme les autres,21
subj-18,robot,1,6,35.966,1.4269999999999996,0,1,4,oui je crois aussi,2
subj-18,robot,1,6,37.952,1.7989999999999995,0,1,9,il n'est pas méchant comme les deux autres,20
subj-18,robot,1,6,54.429,2.158999999999999,0,1,9,il n'est pas aussi agressif que les autres,21
subj-18,robot,1,6,2.249,0.9670000000000001,1,0,4,c'est un citron,6
subj-18,robot,1,6,5.462,2.8550000000000004,1,0,11,qui porte un masque quelqu'un lui a taillé un masque,17
subj-18,robot,1,6,10.624,2.315999999999999,1,0,9,euh pareil on dirait un peu un super héros,16
subj-18,robot,1,6,17.803,0.2539999999999978,1,0,1,euh,0
subj-18,robot,1,6,20.272,0.934000000000001,1,0,3,bah oui genre,1
subj-18,robot,1,6,21.395,0.3150000000000013,1,0,1,euh,0
subj-18,robot,1,6,22.385,1.5949999999999989,1,0,8,on dirait un peu un super héros du,15
subj-18,robot,1,6,29.183,0.48799999999999955,1,0,1,ouais,0
subj-18,robot,1,6,30.408,2.158999999999999,1,0,8,mais il a les traits plus arrondis et,14
subj-18,robot,1,6,33.879,1.5940000000000012,1,0,8,c'est un masque plutôt qu'il a,14
subj-18,robot,1,6,40.132,0.3810000000000002,1,0,1,oui,0
subj-18,robot,1,6,41.219,2.5859999999999985,1,0,11,mais alors je sais pas à qui il me fait penser,29
subj-18,robot,1,6,47.065,0.7070000000000007,1,0,3,je sais pas,2
subj-18,robot,1,6,54.155,0.5480000000000018,1,0,1,bah,0
subj-18,robot,1,6,56.99,0.6550000000000011,1,0,2,ah non,0
subj-18,robot,1,6,58.422,1.4824000000000055,1,0,5,il a l'air euh,4
subj-18,human,2,1,4.633,0.17300000000000004,0,1,1,ouais,0
subj-18,human,2,1,5.218,1.0309999999999997,0,1,6,ouais ouais c'est une framboise,10
subj-18,human,2,1,8.774,1.418000000000001,0,1,5,un peu déprimée et euh,4
subj-18,human,2,1,10.507,3.505000000000001,0,1,15,carrément moche on dirait pas une vraie framboise plutôt une framboise de paquet de bonbons,28
subj-18,human,2,1,19.245,0.3559999999999981,0,1,2,ah ouais,0
subj-18,human,2,1,20.439,1.8449999999999989,0,1,11,mais euh tu crois que ça pourrait lui donner cette couleur,15
subj-18,human,2,1,22.787,1.2439999999999998,0,1,9,le fait d'être écrasée dans tous les sens,17
subj-18,human,2,1,38.963,6.833999999999996,0,1,27,bon en même temps euh une framboise de paquet de bonbons elle aurait l'air appétissante elle aurait une forme un peu plus un peu plus égale,70
subj-18,human,2,1,46.112,0.2740000000000009,0,1,1,peut-être,0
subj-18,human,2,1,53.113,0.20300000000000296,0,1,1,ouais,0
subj-18,human,2,1,54.835,1.732999999999997,0,1,8,en tout cas on reste dans la personnification,12
subj-18,human,2,1,59.276,0.1979999999999933,0,1,1,ouais,0
subj-18,human,2,1,1.428,2.54,1,0,6,alors euh c'était une framboise,10
subj-18,human,2,1,6.595,1.4430000000000005,1,0,7,qui a l'air un peu déprimée,10
subj-18,human,2,1,12.407,0.5890000000000004,1,0,1,ouais,0
subj-18,human,2,1,14.51,3.9689999999999994,1,0,15,ouais soit ça ou soit qu'elle a vraiment été écrasée dans tous les sens,47
subj-18,human,2,1,19.896,0.37599999999999767,1,0,1,ouais,0
subj-18,human,2,1,24.199,1.6409999999999982,1,0,10,non c'est vrai qu'elle aurait pas cette couleur,14
subj-18,human,2,1,28.319,1.8500000000000014,1,0,9,mais euh ouais c'est vrai c'est plutôt,12
subj-18,human,2,1,32.227,1.2750000000000057,1,0,3,plutôt pas -fin,2
subj-18,human,2,1,34.782,3.0590000000000046,1,0,11,elle ressemble pas exactement à une framboise euh un vrai fruit,23
subj-18,human,2,1,46.691,1.1379999999999981,1,0,8,c'est vrai qu'elle a les euh,10
subj-18,human,2,1,49.094,0.8889999999999958,1,0,3,pas parfaite quoi,2
subj-18,human,2,1,51.233,1.2700000000000031,1,0,7,elle a l'air abîmée un peu,6
subj-18,human,2,1,56.858,0.5430000000000064,1,0,1,ouais,0
subj-18,human,2,1,58.138,0.9699999999999989,1,0,4,toujours la même chose,6
subj-18,human,2,3,7.829,0.2290000000000001,0,1,1,ouais,0
subj-18,human,2,3,9.13,2.158999999999999,0,1,8,euh on dirait une fraise un peu vénère,10
subj-18,human,2,3,13.921,0.25400000000000134,0,1,1,ouais,0
subj-18,human,2,3,14.47,0.34999999999999964,0,1,2,ouais ouais,0
subj-18,human,2,3,15.347,0.7180000000000017,0,1,3,vénère et blasée,3
subj-18,human,2,3,18.717,0.3150000000000013,0,1,2,mh mh,1
subj-18,human,2,3,21.349,0.2029999999999994,0,1,1,ouais,0
subj-18,human,2,3,21.877,1.4230000000000018,0,1,6,c'est euh t'as raison,10
subj-18,human,2,3,23.843,1.6720000000000006,0,1,6,mais elle a l'air moins,9
subj-18,human,2,3,27.258,3.7639999999999993,0,1,16,moins triste ouais et puis elle fait plus envie en même temps tu vois parce que,28
subj-18,human,2,3,32.699,2.0630000000000024,0,1,6,je sais pas moi la framboise,9
subj-18,human,2,3,35.077,3.871000000000002,0,1,19,j'aurais j'étais prête à la classifier dans les pas dans les méchants mais si en quelques sortes,43
subj-18,human,2,3,39.136,0.23899999999999721,0,1,2,tu vois,1
subj-18,human,2,3,40.493,2.2149999999999963,0,1,15,la fraise c'est une battante mais je dirais pas que c'est une méchante,34
subj-18,human,2,3,45.004,1.0160000000000053,0,1,9,je sais pas ce que t'en penses toi,15
subj-18,human,2,3,50.837,1.4429999999999978,0,1,8,ah ouais tu l'aurais classé où alors,8
subj-18,human,2,3,55.831,1.0619999999999976,0,1,5,ah dans les gens rejettés,4
subj-18,human,2,3,1.748,5.685,1,0,19,alors là c'était pareil euh que la framboise c'était une fraise avec des jambes et des yeux,39
subj-18,human,2,3,12.036,1.7070000000000007,1,0,5,ouais vénère blasée un peu,2
subj-18,human,2,3,15.313,0.4269999999999996,1,0,2,et euh,0
subj-18,human,2,3,16.106,1.9099999999999966,1,0,6,pareil elle est un peu abîmée,15
subj-18,human,2,3,18.753,1.0869999999999997,1,0,3,pas très belle,2
subj-18,human,2,3,25.86,1.0169999999999995,1,0,3,moins triste @,1
subj-18,human,2,3,39.604,0.625,1,0,3,ouais je vois,1
subj-18,human,2,3,44.085,0.34499999999999886,1,0,1,ouais,0
subj-18,human,2,3,46.818,3.6529999999999987,1,0,17,non c'est vrai mais je pense que j'aurais pas classé la framboise dans les méchants,35
subj-18,human,2,3,53.017,2.433,1,0,9,ben en fait un peu dans les gens rejettés,22
subj-18,human,2,3,57.056,2.5150000000000006,1,0,11,ouais comme la framboise -fin comme la fraise j'ai vu,18
subj-18,human,2,5,1.331,4.105,0,1,19,ouais là avec celle là on retrouve vraiment ce que t'as dit sur la re la rejection hein,52
subj-18,human,2,5,8.617,0.6399999999999988,0,1,3,la la quoi,1
subj-18,human,2,5,10.014,2.657,0,1,9,ouais elle est mignonne mais elle est mignonne euh,13
subj-18,human,2,5,13.672,1.8040000000000003,0,1,3,ouais rejettée euh,0
subj-18,human,2,5,15.847,5.964,0,1,39,et comme si on lui avait tapé dessus aussi je sais pas si tu vois le les côtés pourris c'est comme si c'était des je sais pas moi des yeux aux beurre noir ou des des bleus,144
subj-18,human,2,5,22.492,0.21799999999999997,0,1,1,ouais,0
subj-18,human,2,5,25.236,0.33500000000000085,0,1,2,ouais ouais,0
subj-18,human,2,5,25.952,0.4369999999999976,0,1,1,complètement,0
subj-18,human,2,5,30.545,0.3349999999999973,0,1,1,ah,0
subj-18,human,2,5,32.288,0.1980000000000004,0,1,1,oui,0
subj-18,human,2,5,32.77,0.3810000000000002,0,1,2,oui oui,0
subj-18,human,2,5,34.111,7.0930000000000035,0,1,32,après la framboise j'ai du mal à la positionner c'est sûr que la fraise je la vois plutôt en train de se battre la framboise je me rappelle plus trop,78
subj-18,human,2,5,45.279,0.4159999999999968,0,1,2,d'accord,1
subj-18,human,2,5,50.537,0.25900000000000034,0,1,1,ouais,0
subj-18,human,2,5,5.858,2.256000000000001,1,0,9,ouais complètement mais je la trouve un peu mignonne,16
subj-18,human,2,5,9.496,0.45199999999999996,1,0,1,ouais,0
subj-18,human,2,5,12.529,1.077,1,0,4,un peu rejettée quoi,4
subj-18,human,2,5,17.899,0.38400000000000034,1,0,1,ouais,0
subj-18,human,2,5,20.505,0.13800000000000168,1,0,1,et,0
subj-18,human,2,5,21.466,3.4800000000000004,1,0,14,ouais des bosses quelque chose comme ça elle a l'air un peu cabossée,23
subj-18,human,2,5,27.192,2.5199999999999996,1,0,11,et euh elle se positionne pas du tout comme les autres,25
subj-18,human,2,5,30.133,1.6620000000000026,1,0,6,elle a l'air plutôt victime,7
subj-18,human,2,5,34.012,0.6270000000000024,1,0,3,que les autres,3
subj-18,human,2,5,41.504,3.216000000000001,1,0,17,la framboise elle a les genoux un peu courbés on dirait qu'elle est un peu *,32
subj-18,human,2,5,45.477,3.8970000000000056,1,0,18,et euh elle la poire à l'inverse elle a l'air plutôt de se faire petite alors,32
subj-18,human,2,5,52.239,1.733000000000004,1,0,8,après la fraise c'était un peu de,14
subj-18,human,2,5,56.502,0.5899999999999963,1,0,1,euh,0
subj-18,human,2,5,58.438,1.0769999999999982,1,0,2,sinon euh,0
subj-18,robot,2,2,3.053,0.351,0,1,1,ouais,0
subj-18,robot,2,2,7.382,0.4119999999999999,0,1,2,ah oui,0
subj-18,robot,2,2,8.576,0.7619999999999987,0,1,4,elle a des jambes,4
subj-18,robot,2,2,14.698,0.38599999999999923,0,1,1,oui,0
subj-18,robot,2,2,15.278,0.8280000000000012,0,1,3,tu as raison,2
subj-18,robot,2,2,18.021,1.5799999999999983,0,1,8,les yeux sont pas de la même taille,22
subj-18,robot,2,2,22.462,0.3910000000000018,0,1,1,oui,0
subj-18,robot,2,2,26.003,0.4059999999999988,0,1,2,ah oui,0
subj-18,robot,2,2,27.12,1.158999999999999,0,1,4,la poire semble triste,3
subj-18,robot,2,2,39.751,0.35600000000000165,0,1,1,ouais,0
subj-18,robot,2,2,41.087,1.2549999999999955,0,1,6,la poire a l'air malade,8
subj-18,robot,2,2,48.347,0.9450000000000003,0,1,7,qu'est ce que t'en penses,13
subj-18,robot,2,2,1.428,1.509,1,0,5,alors c'est une poire,10
subj-18,robot,2,2,3.689,1.6049999999999995,1,0,5,qui a des yeux et,7
subj-18,robot,2,2,5.833,0.4969999999999999,1,0,2,des membres,1
subj-18,robot,2,2,8.419,0.5789999999999988,1,0,4,elle a l'air,4
subj-18,robot,2,2,9.684,1.463000000000001,1,0,6,ouais elle a l'air euh,4
subj-18,robot,2,2,11.746,0.6199999999999992,1,0,1,abîmée,0
subj-18,robot,2,2,17.132,1.386999999999997,1,0,6,euh du coup elle a des,5
subj-18,robot,2,2,19.886,0.2029999999999994,1,0,1,non,0
subj-18,robot,2,2,20.343,0.9039999999999999,1,0,4,et un peu décalé,6
subj-18,robot,2,2,23.442,1.4059999999999988,1,0,5,elle a l'air triste,5
subj-18,robot,2,2,29.635,0.8179999999999978,1,0,2,et euh,0
subj-18,robot,2,2,32.435,1.7369999999999948,1,0,5,ben elle semble un peu,5
subj-18,robot,2,2,36.535,2.9310000000000045,1,0,7,délaissée un peu pas très appétissante surtout,12
subj-18,robot,2,2,42.998,0.4209999999999994,1,0,2,un peu,1
subj-18,robot,2,2,50.375,0.7060000000000031,1,0,1,euh,0
subj-18,robot,2,2,52.813,2.921999999999997,1,0,10,mais ça me fait penser un peu aux campagnes de,19
subj-18,robot,2,2,56.507,1.443000000000005,1,0,5,de fruits et légumes moches,2
subj-18,robot,2,4,9.496,0.3349999999999991,0,1,1,ouais,0
subj-18,robot,2,4,10.812,2.2250000000000014,0,1,8,moi je crois que c'est une framboise,18
subj-18,robot,2,4,20.297,0.3810000000000002,0,1,1,oui,0
subj-18,robot,2,4,21.705,0.8840000000000003,0,1,4,elle a un visage,4
subj-18,robot,2,4,31.978,1.051000000000002,0,1,5,je ne suis pas sûre,10
subj-18,robot,2,4,34.965,1.218999999999994,0,1,7,elle n'a pas l'air contente,9
subj-18,robot,2,4,45.609,0.32499999999999574,0,1,1,ouais,0
subj-18,robot,2,4,47.25,1.331000000000003,0,1,5,elle a des genoux courbés,5
subj-18,robot,2,4,1.944,2.293,1,0,7,euh c'est une framboise avec euh,9
subj-18,robot,2,4,5.016,1.0499999999999998,1,0,3,des yeux et,1
subj-18,robot,2,4,6.849,0.6600000000000001,1,0,3,et des membres,3
subj-18,robot,2,4,14.129,1.7330000000000005,1,0,6,ouais c'est une framboise abîmée,7
